season,date,team1,team2,prob_team1,predicted_winner,actual_winner,correct,confidence
2024,2024-05-19,Kings XI Punjab,Sunrisers Hyderabad,0.5172334313392639,Kings XI Punjab,Sunrisers Hyderabad,0,0.017233431339263916
2024,2024-05-21,Sunrisers Hyderabad,Kolkata Knight Riders,0.30157577991485596,Kolkata Knight Riders,Kolkata Knight Riders,1,0.19842422008514404
2024,2024-05-22,Royal Challengers Bengaluru,Rajasthan Royals,0.5016722083091736,Royal Challengers Bengaluru,Rajasthan Royals,0,0.001672208309173584
2024,2024-05-24,Sunrisers Hyderabad,Rajasthan Royals,0.40349674224853516,Rajasthan Royals,Sunrisers Hyderabad,0,0.09650325775146484
2024,2024-05-26,Sunrisers Hyderabad,Kolkata Knight Riders,0.34028902649879456,Kolkata Knight Riders,Kolkata Knight Riders,1,0.15971097350120544
2025,2025-03-22,Kolkata Knight Riders,Royal Challengers Bengaluru,0.6171771883964539,Kolkata Knight Riders,Royal Challengers Bengaluru,0,0.11717718839645386
2025,2025-03-23,Sunrisers Hyderabad,Rajasthan Royals,0.493428498506546,Rajasthan Royals,Sunrisers Hyderabad,0,0.0065715014934539795
2025,2025-03-23,Mumbai Indians,Chennai Super Kings,0.4300708770751953,Chennai Super Kings,Chennai Super Kings,1,0.06992912292480469
2025,2025-03-24,Lucknow Super Giants,Delhi Capitals,0.5075397491455078,Lucknow Super Giants,Delhi Capitals,0,0.0075397491455078125
2025,2025-03-25,Kings XI Punjab,Gujarat Titans,0.42307165265083313,Gujarat Titans,Kings XI Punjab,0,0.07692834734916687
2025,2025-03-26,Rajasthan Royals,Kolkata Knight Riders,0.44435611367225647,Kolkata Knight Riders,Kolkata Knight Riders,1,0.05564388632774353
2025,2025-03-27,Sunrisers Hyderabad,Lucknow Super Giants,0.602760374546051,Sunrisers Hyderabad,Lucknow Super Giants,0,0.10276037454605103
2025,2025-03-28,Royal Challengers Bengaluru,Chennai Super Kings,0.5590325593948364,Royal Challengers Bengaluru,Royal Challengers Bengaluru,1,0.059032559394836426
2025,2025-03-29,Gujarat Titans,Mumbai Indians,0.5025880336761475,Gujarat Titans,Gujarat Titans,1,0.002588033676147461
2025,2025-03-30,Rajasthan Royals,Chennai Super Kings,0.45714983344078064,Chennai Super Kings,Rajasthan Royals,0,0.04285016655921936
2025,2025-03-30,Sunrisers Hyderabad,Delhi Capitals,0.5834013223648071,Sunrisers Hyderabad,Delhi Capitals,0,0.08340132236480713
2025,2025-03-31,Kolkata Knight Riders,Mumbai Indians,0.48796141147613525,Mumbai Indians,Mumbai Indians,1,0.012038588523864746
2025,2025-04-01,Lucknow Super Giants,Kings XI Punjab,0.6246680021286011,Lucknow Super Giants,Kings XI Punjab,0,0.12466800212860107
2025,2025-04-02,Royal Challengers Bengaluru,Gujarat Titans,0.3646390736103058,Gujarat Titans,Gujarat Titans,1,0.1353609263896942
2025,2025-04-03,Kolkata Knight Riders,Sunrisers Hyderabad,0.5717195272445679,Kolkata Knight Riders,Kolkata Knight Riders,1,0.07171952724456787
2025,2025-04-04,Lucknow Super Giants,Mumbai Indians,0.5267626047134399,Lucknow Super Giants,Lucknow Super Giants,1,0.02676260471343994
2025,2025-04-05,Delhi Capitals,Chennai Super Kings,0.5240993499755859,Delhi Capitals,Delhi Capitals,1,0.024099349975585938
2025,2025-04-05,Rajasthan Royals,Kings XI Punjab,0.5132031440734863,Rajasthan Royals,Rajasthan Royals,1,0.013203144073486328
2025,2025-04-06,Sunrisers Hyderabad,Gujarat Titans,0.43045204877853394,Gujarat Titans,Gujarat Titans,1,0.06954795122146606
2025,2025-04-07,Royal Challengers Bengaluru,Mumbai Indians,0.4724203646183014,Mumbai Indians,Royal Challengers Bengaluru,0,0.02757963538169861
2025,2025-04-08,Lucknow Super Giants,Kolkata Knight Riders,0.4321275055408478,Kolkata Knight Riders,Lucknow Super Giants,0,0.06787249445915222
2025,2025-04-08,Kings XI Punjab,Chennai Super Kings,0.4666387438774109,Chennai Super Kings,Kings XI Punjab,0,0.03336125612258911
2025,2025-04-09,Gujarat Titans,Rajasthan Royals,0.48742955923080444,Rajasthan Royals,Gujarat Titans,0,0.012570440769195557
2025,2025-04-10,Royal Challengers Bengaluru,Delhi Capitals,0.6059627532958984,Royal Challengers Bengaluru,Delhi Capitals,0,0.10596275329589844
2025,2025-04-11,Chennai Super Kings,Kolkata Knight Riders,0.4628846049308777,Kolkata Knight Riders,Kolkata Knight Riders,1,0.037115395069122314
2025,2025-04-12,Kings XI Punjab,Sunrisers Hyderabad,0.6685506701469421,Kings XI Punjab,Sunrisers Hyderabad,0,0.16855067014694214
2025,2025-04-12,Gujarat Titans,Lucknow Super Giants,0.6128435730934143,Gujarat Titans,Lucknow Super Giants,0,0.1128435730934143
2025,2025-04-13,Mumbai Indians,Delhi Capitals,0.5225083827972412,Mumbai Indians,Mumbai Indians,1,0.02250838279724121
