season,date,dow,is_weekend,team1,team2,venue,t1_score,t2_score,t1_bat,t1_bowl,t2_bat,t2_bowl,pred_winner,actual_winner,correct
2024,2024-05-19,6,True,Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",42.07,62.3,50.0,32.3,88.2,30.6,Sunrisers Hyderabad,Sunrisers Hyderabad,True
2024,2024-05-21,1,False,Sunrisers Hyderabad,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",60.51,63.38,80.7,35.8,79.1,44.2,Kolkata Knight Riders,Kolkata Knight Riders,True
2024,2024-05-22,2,False,Royal Challengers Bengaluru,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",50.54,60.22,70.8,25.8,77.1,39.6,Rajasthan Royals,Rajasthan Royals,True
2024,2024-05-24,4,False,Sunrisers Hyderabad,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",57.03,59.56,75.3,34.6,75.5,40.1,Rajasthan Royals,Sunrisers Hyderabad,False
2024,2024-05-26,6,True,Sunrisers Hyderabad,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",57.03,62.29,75.3,34.6,72.8,49.4,Kolkata Knight Riders,Kolkata Knight Riders,True
2025,2025-03-22,5,True,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",65.11,67.46,77.6,49.9,90.8,38.9,Royal Challengers Bengaluru,Royal Challengers Bengaluru,True
2025,2025-03-23,6,True,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",63.78,60.98,93.5,27.5,87.7,28.4,Sunrisers Hyderabad,Sunrisers Hyderabad,True
2025,2025-03-23,6,True,Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",62.58,63.5,84.2,36.2,77.3,46.7,Chennai Super Kings,Chennai Super Kings,True
2025,2025-03-24,0,False,Lucknow Super Giants,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",60.6,52.58,86.2,29.3,64.4,38.2,Lucknow Super Giants,Delhi Capitals,False
2025,2025-03-25,1,False,Punjab Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",58.74,66.6,80.8,31.8,90.2,37.8,Gujarat Titans,Punjab Kings,False
2025,2025-03-26,2,False,Rajasthan Royals,Kolkata Knight Riders,"Barsapara Cricket Stadium, Guwahati",57.08,62.11,83.1,25.2,75.8,45.4,Kolkata Knight Riders,Kolkata Knight Riders,True
2025,2025-03-27,3,False,Sunrisers Hyderabad,Lucknow Super Giants,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",63.78,65.4,93.5,27.5,90.0,35.3,Lucknow Super Giants,Lucknow Super Giants,True
2025,2025-03-28,4,False,Royal Challengers Bengaluru,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",61.55,64.73,79.3,39.8,77.3,49.4,Chennai Super Kings,Royal Challengers Bengaluru,False
2025,2025-03-29,5,True,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",67.29,61.29,90.2,39.3,84.6,32.8,Gujarat Titans,Gujarat Titans,True
2025,2025-03-30,6,True,Rajasthan Royals,Chennai Super Kings,"Barsapara Cricket Stadium, Guwahati",57.08,63.21,83.1,25.2,77.0,46.4,Chennai Super Kings,Rajasthan Royals,False
2025,2025-03-30,6,True,Sunrisers Hyderabad,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",61.81,49.32,89.3,28.2,58.5,38.2,Sunrisers Hyderabad,Delhi Capitals,False
2025,2025-03-31,0,False,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",66.01,65.28,78.4,50.9,84.7,41.6,Kolkata Knight Riders,Mumbai Indians,False
2025,2025-04-01,1,False,Lucknow Super Giants,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",61.37,59.33,84.5,33.1,78.7,35.7,Lucknow Super Giants,Punjab Kings,False
2025,2025-04-02,2,False,Royal Challengers Bengaluru,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",62.04,61.3,81.1,38.8,83.4,34.3,Royal Challengers Bengaluru,Gujarat Titans,False
2025,2025-04-03,3,False,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",65.11,60.84,77.6,49.9,85.8,30.4,Kolkata Knight Riders,Kolkata Knight Riders,True
2025,2025-04-04,4,False,Lucknow Super Giants,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",63.11,63.41,87.7,33.1,82.8,39.7,Mumbai Indians,Lucknow Super Giants,False
2025,2025-04-05,5,True,Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",59.48,61.41,77.0,38.1,71.2,49.4,Chennai Super Kings,Delhi Capitals,False
2025,2025-04-05,5,True,Rajasthan Royals,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",59.7,59.2,84.1,29.9,76.5,38.1,Rajasthan Royals,Rajasthan Royals,True
2025,2025-04-06,6,True,Sunrisers Hyderabad,Gujarat Titans,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",65.79,67.71,93.5,31.9,88.3,42.5,Gujarat Titans,Gujarat Titans,True
2025,2025-04-07,0,False,Royal Challengers Bengaluru,Mumbai Indians,"Wankhede Stadium, Mumbai",66.73,67.45,86.3,42.8,84.7,46.4,Mumbai Indians,Royal Challengers Bengaluru,False
2025,2025-04-08,1,False,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",59.78,59.94,76.5,39.4,70.0,47.7,Chennai Super Kings,Punjab Kings,False
2025,2025-04-08,1,False,Lucknow Super Giants,Kolkata Knight Riders,"Eden Gardens, Kolkata",64.55,65.11,90.9,32.3,77.6,49.9,Kolkata Knight Riders,Lucknow Super Giants,False
2025,2025-04-09,2,False,Gujarat Titans,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",66.41,56.71,90.2,37.3,78.6,30.0,Gujarat Titans,Gujarat Titans,True
2025,2025-04-10,3,False,Royal Challengers Bengaluru,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",62.04,54.73,81.1,38.8,70.2,35.8,Royal Challengers Bengaluru,Delhi Capitals,False
2025,2025-04-11,4,False,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",57.21,63.95,66.3,46.2,72.3,53.7,Kolkata Knight Riders,Kolkata Knight Riders,True
2025,2025-04-12,5,True,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",62.88,60.18,84.5,36.5,83.2,32.0,Gujarat Titans,Lucknow Super Giants,False
2025,2025-04-12,5,True,Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",56.49,68.35,75.0,33.9,93.5,37.6,Sunrisers Hyderabad,Sunrisers Hyderabad,True
2025,2025-04-13,6,True,Rajasthan Royals,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",58.31,61.95,80.5,31.2,82.5,36.8,Royal Challengers Bengaluru,Royal Challengers Bengaluru,True
2025,2025-04-13,6,True,Mumbai Indians,Delhi Capitals,"Arun Jaitley Stadium, Delhi",68.26,56.46,87.3,45.0,73.6,35.5,Mumbai Indians,Mumbai Indians,True
2025,2025-04-14,0,False,Lucknow Super Giants,Chennai Super Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",63.11,64.22,87.7,33.1,75.6,50.3,Chennai Super Kings,Chennai Super Kings,True
2025,2025-04-15,1,False,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",47.63,65.58,58.9,33.9,75.2,53.8,Kolkata Knight Riders,Punjab Kings,False
2025,2025-04-17,3,False,Sunrisers Hyderabad,Mumbai Indians,"Wankhede Stadium, Mumbai",65.79,67.45,84.7,42.7,84.7,46.4,Mumbai Indians,Mumbai Indians,True
2025,2025-04-18,4,False,Royal Challengers Bengaluru,Punjab Kings,"M Chinnaswamy Stadium, Bengaluru",60.86,59.11,78.9,38.8,74.2,40.7,Royal Challengers Bengaluru,Punjab Kings,False
2025,2025-04-19,5,True,Delhi Capitals,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",60.24,67.29,77.9,38.7,90.2,39.3,Gujarat Titans,Gujarat Titans,True
2025,2025-04-19,5,True,Lucknow Super Giants,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",62.92,55.02,86.7,33.9,74.5,31.2,Lucknow Super Giants,Lucknow Super Giants,True
2025,2025-04-20,6,True,Chennai Super Kings,Mumbai Indians,"Wankhede Stadium, Mumbai",61.68,68.49,77.5,42.3,84.7,48.7,Mumbai Indians,Mumbai Indians,True
2025,2025-04-20,6,True,Punjab Kings,Royal Challengers Bengaluru,"Punjab Cricket Association IS Bindra Stadium, Mohali",56.8,68.19,73.7,36.1,88.0,43.9,Royal Challengers Bengaluru,Royal Challengers Bengaluru,True
2025,2025-04-21,0,False,Gujarat Titans,Kolkata Knight Riders,"Eden Gardens, Kolkata",65.95,65.11,91.3,35.0,77.6,49.9,Gujarat Titans,Gujarat Titans,True
2025,2025-04-22,1,False,Lucknow Super Giants,Delhi Capitals,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",61.37,56.18,84.5,33.1,74.1,34.3,Lucknow Super Giants,Delhi Capitals,False
2025,2025-04-23,2,False,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",69.91,70.28,93.5,41.1,87.9,48.8,Mumbai Indians,Mumbai Indians,True
2025,2025-04-24,3,False,Royal Challengers Bengaluru,Rajasthan Royals,"M Chinnaswamy Stadium, Bengaluru",65.37,58.77,87.1,38.8,81.2,31.3,Royal Challengers Bengaluru,Royal Challengers Bengaluru,True
2025,2025-04-25,4,False,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",64.18,60.95,79.7,45.2,77.5,40.7,Chennai Super Kings,Sunrisers Hyderabad,False
2025,2025-04-27,6,True,Mumbai Indians,Lucknow Super Giants,"Wankhede Stadium, Mumbai",65.34,62.18,84.9,41.4,82.4,37.5,Mumbai Indians,Mumbai Indians,True
2025,2025-04-27,6,True,Delhi Capitals,Royal Challengers Bengaluru,"Arun Jaitley Stadium, Delhi",56.46,67.9,73.6,35.5,91.9,38.6,Royal Challengers Bengaluru,Royal Challengers Bengaluru,True
2025,2025-04-28,0,False,Gujarat Titans,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",65.28,53.2,86.4,39.5,74.5,27.2,Gujarat Titans,Rajasthan Royals,False
2025,2025-04-29,1,False,Kolkata Knight Riders,Delhi Capitals,"Arun Jaitley Stadium, Delhi",60.74,56.46,71.8,47.2,73.6,35.5,Kolkata Knight Riders,Kolkata Knight Riders,True
2025,2025-04-30,2,False,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",64.18,57.21,79.7,45.2,69.8,41.8,Chennai Super Kings,Punjab Kings,False
2025,2025-05-01,3,False,Mumbai Indians,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",67.01,48.83,88.2,41.1,74.5,17.5,Mumbai Indians,Mumbai Indians,True
2025,2025-05-02,4,False,Gujarat Titans,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",65.47,61.9,86.9,39.3,80.8,38.8,Gujarat Titans,Gujarat Titans,True
2025,2025-05-03,5,True,Royal Challengers Bengaluru,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",66.07,65.19,88.6,38.5,83.3,43.1,Royal Challengers Bengaluru,Royal Challengers Bengaluru,True
2025,2025-05-04,6,True,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",65.11,51.15,77.6,49.9,76.7,19.9,Kolkata Knight Riders,Kolkata Knight Riders,True
2025,2025-05-04,6,True,Punjab Kings,Lucknow Super Giants,"Himachal Pradesh Cricket Association Stadium, Dharamsala",57.09,59.44,78.3,31.2,82.9,30.8,Lucknow Super Giants,Punjab Kings,False
2025,2025-05-06,1,False,Mumbai Indians,Gujarat Titans,"Wankhede Stadium, Mumbai",66.77,62.96,84.9,44.6,83.0,38.5,Mumbai Indians,Gujarat Titans,False
2025,2025-05-07,2,False,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",64.28,67.01,76.1,49.9,89.1,40.0,Chennai Super Kings,Chennai Super Kings,True
2025,2025-05-18,6,True,Punjab Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",56.62,48.7,71.4,38.6,74.4,17.3,Punjab Kings,Punjab Kings,True
2025,2025-05-18,6,True,Delhi Capitals,Gujarat Titans,"Arun Jaitley Stadium, Delhi",59.62,63.83,80.0,34.8,88.5,33.7,Gujarat Titans,Gujarat Titans,True
2025,2025-05-19,0,False,Lucknow Super Giants,Sunrisers Hyderabad,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",63.11,66.92,87.7,33.1,86.5,43.0,Sunrisers Hyderabad,Sunrisers Hyderabad,True
2025,2025-05-20,1,False,Chennai Super Kings,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",64.53,46.59,85.9,38.4,74.5,12.5,Chennai Super Kings,Rajasthan Royals,False
2025,2025-05-21,2,False,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",67.45,53.26,84.7,46.4,75.3,26.3,Mumbai Indians,Mumbai Indians,True
2025,2025-05-22,3,False,Lucknow Super Giants,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",58.36,66.6,83.4,27.8,90.2,37.8,Gujarat Titans,Lucknow Super Giants,False
2025,2025-05-23,4,False,Sunrisers Hyderabad,Royal Challengers Bengaluru,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",72.42,61.88,96.3,43.2,81.4,38.0,Sunrisers Hyderabad,Sunrisers Hyderabad,True
2025,2025-05-24,5,True,Punjab Kings,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",58.45,54.22,78.3,34.2,75.1,28.7,Punjab Kings,Delhi Capitals,False
2025,2025-05-25,6,True,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",67.33,66.41,87.8,42.4,90.2,37.3,Chennai Super Kings,Chennai Super Kings,True
2025,2025-05-25,6,True,Sunrisers Hyderabad,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",71.88,62.77,92.2,47.0,75.5,47.2,Sunrisers Hyderabad,Sunrisers Hyderabad,True
2025,2025-05-26,0,False,Mumbai Indians,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",69.56,56.44,88.2,46.8,73.7,35.3,Mumbai Indians,Punjab Kings,False
2025,2025-05-27,1,False,Lucknow Super Giants,Royal Challengers Bengaluru,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",59.22,59.39,81.9,31.5,79.3,35.0,Royal Challengers Bengaluru,Royal Challengers Bengaluru,True
2025,2025-05-29,3,False,Punjab Kings,Royal Challengers Bengaluru,"Punjab Cricket Association IS Bindra Stadium, Mohali",55.11,66.85,75.3,30.5,85.6,43.9,Royal Challengers Bengaluru,Royal Challengers Bengaluru,True
2025,2025-05-30,4,False,Mumbai Indians,Gujarat Titans,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",64.96,64.77,79.1,47.7,87.6,36.8,Mumbai Indians,Mumbai Indians,True
2025,2025-06-01,6,True,Mumbai Indians,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",62.86,58.55,79.3,42.7,79.0,33.6,Mumbai Indians,Punjab Kings,False
2025,2025-06-03,1,False,Royal Challengers Bengaluru,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",62.78,58.55,80.8,40.7,79.0,33.6,Royal Challengers Bengaluru,Royal Challengers Bengaluru,True
