file_id,date,venue,weather_hour,temperature,humidity,cloud_cover,wind_speed,precipitation
392217,2009-05-09,De Beers Diamond Oval,19,19.8,36,39,8.9,0.0
392218,2009-05-10,St George's Park,15,20.0,68,1,10.5,0.0
392219,2009-05-10,New Wanderers Stadium,19,15.2,43,71,5.4,0.0
392220,2009-05-11,De Beers Diamond Oval,19,21.4,29,4,11.6,0.0
392221,2009-05-12,SuperSport Park,15,19.0,43,70,4.2,0.0
392222,2009-05-12,SuperSport Park,19,19.4,38,66,7.4,0.0
392223,2009-05-13,Kingsmead,19,23.3,66,61,21.4,0.0
392224,2009-05-14,Kingsmead,15,23.8,61,34,15.1,0.0
392225,2009-05-14,Kingsmead,19,24.0,66,9,20.0,0.0
392226,2009-05-15,OUTsurance Oval,19,17.2,52,51,23.6,0.9
392227,2009-05-16,St George's Park,15,22.7,29,100,29.5,0.0
392228,2009-05-16,New Wanderers Stadium,19,15.1,58,13,17.0,0.2
392229,2009-05-17,New Wanderers Stadium,15,14.0,37,9,22.0,0.0
392230,2009-05-17,OUTsurance Oval,19,11.7,36,65,19.5,0.0
392231,2009-05-18,SuperSport Park,19,19.2,27,0,7.0,0.0
392232,2009-05-19,New Wanderers Stadium,19,19.0,33,0,3.3,0.0
392233,2009-05-20,Kingsmead,15,22.9,53,12,6.4,0.0
392234,2009-05-20,Kingsmead,19,21.2,72,7,14.4,0.0
392235,2009-05-21,SuperSport Park,15,16.3,51,100,11.1,0.0
392236,2009-05-21,SuperSport Park,19,16.7,46,100,10.1,0.0
392237,2009-05-22,SuperSport Park,19,19.6,36,40,6.9,0.0
392238,2009-05-23,New Wanderers Stadium,19,19.1,32,88,7.4,0.0
392239,2009-05-24,New Wanderers Stadium,19,18.3,34,99,8.9,0.0
419106,2010-03-12,"DY Patil Stadium, Mumbai",19,31.6,48,86,10.2,0.0
419107,2010-03-13,"Brabourne Stadium, Mumbai",15,32.1,57,56,15.6,0.0
419108,2010-03-13,"PCA Stadium, Mohali",19,24.3,34,85,12.2,0.0
419109,2010-03-14,"Eden Gardens, Kolkata",15,35.5,29,34,7.6,0.2
419110,2010-03-14,"MA Chidambaram Stadium, Chennai",19,27.8,78,94,14.8,0.0
419111,2010-03-15,"Narendra Modi Stadium, Ahmedabad",19,33.2,21,0,10.2,0.0
419112,2010-03-16,"M Chinnaswamy Stadium, Bengaluru",15,32.6,26,84,9.4,0.0
419113,2010-03-16,"Eden Gardens, Kolkata",19,29.4,65,20,7.9,0.0
419114,2010-03-17,"Arun Jaitley Stadium, Delhi",19,27.6,43,0,8.1,0.0
419115,2010-03-18,"M Chinnaswamy Stadium, Bengaluru",19,26.4,32,93,14.5,0.0
419116,2010-03-19,"Arun Jaitley Stadium, Delhi",15,34.2,30,0,15.9,0.0
419117,2010-03-19,"Barabati Stadium, Cuttack",19,30.8,46,0,12.1,0.0
419119,2010-03-20,"Brabourne Stadium, Mumbai",19,27.5,85,9,7.1,0.0
419118,2010-03-20,"Narendra Modi Stadium, Ahmedabad",15,40.5,12,0,4.0,0.0
419120,2010-03-21,"Barabati Stadium, Cuttack",19,29.4,70,0,15.7,0.0
419122,2010-03-22,"Brabourne Stadium, Mumbai",19,29.4,50,3,11.6,0.0
419123,2010-03-23,"M Chinnaswamy Stadium, Bengaluru",19,28.5,21,0,10.6,0.0
419124,2010-03-24,"PCA Stadium, Mohali",19,30.9,26,0,10.0,0.0
419125,2010-03-25,"Brabourne Stadium, Mumbai",15,29.7,63,0,15.2,0.0
419128,2010-03-25,"M Chinnaswamy Stadium, Bengaluru",19,28.8,26,53,13.9,0.0
419126,2010-03-26,"Narendra Modi Stadium, Ahmedabad",19,32.8,24,0,9.5,0.0
419127,2010-03-27,"PCA Stadium, Mohali",19,29.7,18,0,13.8,0.0
419129,2010-03-28,"Narendra Modi Stadium, Ahmedabad",15,38.9,14,0,12.0,0.0
419130,2010-03-28,"DY Patil Stadium, Mumbai",19,28.4,68,1,8.2,0.0
419131,2010-03-29,"Arun Jaitley Stadium, Delhi",19,30.3,33,1,11.7,0.0
419132,2010-03-30,"Brabourne Stadium, Mumbai",19,27.0,73,0,11.6,0.0
419133,2010-03-31,"MA Chidambaram Stadium, Chennai",15,35.6,53,3,22.1,0.0
419134,2010-03-31,"Arun Jaitley Stadium, Delhi",19,29.7,26,0,13.5,0.0
419135,2010-04-01,"Eden Gardens, Kolkata",19,30.2,75,2,17.3,0.0
419136,2010-04-02,"PCA Stadium, Mohali",19,28.9,18,96,8.4,0.0
419137,2010-04-03,"MA Chidambaram Stadium, Chennai",15,34.1,57,0,19.8,0.0
419138,2010-04-03,"Brabourne Stadium, Mumbai",19,28.3,65,0,11.7,0.0
419140,2010-04-04,"Arun Jaitley Stadium, Delhi",19,30.8,24,1,10.5,0.0
419139,2010-04-04,"Eden Gardens, Kolkata",15,35.8,51,24,18.7,0.0
419141,2010-04-05,"Vidarbha Cricket Association Stadium, Jamtha",19,35.6,16,0,8.0,0.0
419142,2010-04-06,"MA Chidambaram Stadium, Chennai",19,29.3,78,95,15.0,0.0
419144,2010-04-07,"Eden Gardens, Kolkata",19,30.4,71,0,15.2,0.0
419143,2010-04-07,"Sawai Mansingh Stadium, Jaipur",15,39.0,7,96,15.6,0.0
419145,2010-04-08,"M Chinnaswamy Stadium, Bengaluru",19,28.5,47,100,10.2,0.0
419146,2010-04-09,"PCA Stadium, Mohali",19,33.0,14,57,13.6,0.0
419147,2010-04-10,"Vidarbha Cricket Association Stadium, Jamtha",15,42.4,11,99,14.3,0.0
419148,2010-04-10,"M Chinnaswamy Stadium, Bengaluru",19,31.3,26,89,6.9,0.0
419149,2010-04-11,"Arun Jaitley Stadium, Delhi",15,41.5,9,3,13.0,0.0
419150,2010-04-11,"Sawai Mansingh Stadium, Jaipur",19,35.0,16,81,9.8,0.0
419151,2010-04-12,"Vidarbha Cricket Association Stadium, Jamtha",19,36.6,16,20,7.2,0.0
419152,2010-04-13,"Brabourne Stadium, Mumbai",15,30.5,59,0,16.2,0.0
419153,2010-04-13,"MA Chidambaram Stadium, Chennai",19,29.8,81,5,18.8,0.0
419154,2010-04-14,"Sawai Mansingh Stadium, Jaipur",19,35.6,10,0,11.0,0.0
419155,2010-04-15,"MA Chidambaram Stadium, Chennai",19,29.9,80,95,18.5,0.0
419156,2010-04-16,"HPCA Stadium, Dharamsala",19,23.6,25,51,8.7,0.0
419157,2010-04-17,"M Chinnaswamy Stadium, Bengaluru",15,34.6,28,34,1.6,0.0
419158,2010-04-17,"Eden Gardens, Kolkata",19,29.3,77,2,24.5,0.0
419159,2010-04-18,"HPCA Stadium, Dharamsala",15,23.9,37,99,13.3,0.2
419160,2010-04-18,"Arun Jaitley Stadium, Delhi",19,37.3,18,72,7.0,0.0
419161,2010-04-19,"Eden Gardens, Kolkata",19,30.9,72,0,22.5,0.0
419162,2010-04-21,"DY Patil Stadium, Mumbai",19,29.1,71,25,11.7,0.0
419163,2010-04-22,"DY Patil Stadium, Mumbai",19,29.1,73,0,15.6,0.0
419164,2010-04-24,"DY Patil Stadium, Mumbai",19,30.4,70,0,11.0,0.0
419165,2010-04-25,"DY Patil Stadium, Mumbai",19,29.8,70,0,11.9,0.0
501198,2011-04-08,"MA Chidambaram Stadium, Chennai",19,27.9,73,0,12.3,0.0
501199,2011-04-09,"Rajiv Gandhi Intl Stadium, Hyderabad",15,32.9,34,61,8.6,0.3
501200,2011-04-09,Nehru Stadium,19,28.1,77,5,14.2,0.0
501201,2011-04-10,"Arun Jaitley Stadium, Delhi",15,33.2,23,53,10.7,0.0
501202,2011-04-10,"DY Patil Stadium, Mumbai",19,27.8,74,0,7.0,0.0
501203,2011-04-11,"Eden Gardens, Kolkata",19,29.7,53,23,8.3,0.0
501204,2011-04-12,"Sawai Mansingh Stadium, Jaipur",15,34.1,24,93,10.7,0.0
501205,2011-04-12,"M Chinnaswamy Stadium, Bengaluru",19,29.2,27,68,7.7,0.0
501207,2011-04-13,"DY Patil Stadium, Mumbai",19,28.7,71,0,11.8,0.0
501206,2011-04-13,"PCA Stadium, Mohali",15,29.9,31,40,1.1,0.0
501208,2011-04-14,"Rajiv Gandhi Intl Stadium, Hyderabad",19,31.2,33,68,9.4,0.0
501209,2011-04-15,"Sawai Mansingh Stadium, Jaipur",15,35.0,17,9,10.3,0.0
501210,2011-04-15,"Wankhede Stadium, Mumbai",19,27.4,81,3,14.0,0.0
501212,2011-04-16,"Rajiv Gandhi Intl Stadium, Hyderabad",19,30.2,45,85,10.2,0.0
501211,2011-04-16,"MA Chidambaram Stadium, Chennai",15,33.3,48,44,15.5,0.0
501213,2011-04-17,"DY Patil Stadium, Mumbai",15,32.9,57,0,16.8,0.0
501214,2011-04-17,"Eden Gardens, Kolkata",19,29.9,74,83,13.8,0.0
501215,2011-04-18,Nehru Stadium,19,29.0,77,36,16.8,0.0
501216,2011-04-19,"Arun Jaitley Stadium, Delhi",19,27.6,30,8,9.7,0.0
501218,2011-04-20,"Wankhede Stadium, Mumbai",15,30.2,69,1,18.8,0.0
501219,2011-04-20,"Eden Gardens, Kolkata",19,29.6,69,42,8.6,0.0
501220,2011-04-21,"PCA Stadium, Mohali",19,24.2,46,38,7.9,0.0
501221,2011-04-22,"Wankhede Stadium, Mumbai",15,29.9,69,0,17.5,0.0
501222,2011-04-22,"Eden Gardens, Kolkata",19,25.8,89,100,3.6,0.0
501223,2011-04-23,"Arun Jaitley Stadium, Delhi",19,30.7,26,50,9.6,0.0
501225,2011-04-24,"Sawai Mansingh Stadium, Jaipur",19,31.9,16,0,5.4,0.0
501224,2011-04-24,"Rajiv Gandhi Intl Stadium, Hyderabad",15,33.6,31,56,6.3,0.0
501226,2011-04-25,"MA Chidambaram Stadium, Chennai",19,27.2,84,91,10.2,0.0
501227,2011-04-26,"Arun Jaitley Stadium, Delhi",19,31.7,36,2,8.2,0.0
501228,2011-04-27,"DY Patil Stadium, Mumbai",15,34.1,50,12,17.9,0.0
501229,2011-04-27,Nehru Stadium,19,28.1,79,0,10.0,0.0
501230,2011-04-28,"Arun Jaitley Stadium, Delhi",19,33.9,24,26,10.0,0.0
501231,2011-04-29,"Sawai Mansingh Stadium, Jaipur",15,39.3,12,65,15.6,0.0
501232,2011-04-29,"M Chinnaswamy Stadium, Bengaluru",19,26.1,67,100,3.4,0.0
501233,2011-04-30,Nehru Stadium,15,33.3,62,2,15.8,0.0
501234,2011-04-30,"Eden Gardens, Kolkata",19,28.6,72,22,8.3,0.0
501235,2011-05-01,"Sawai Mansingh Stadium, Jaipur",15,38.8,14,46,16.4,0.0
501236,2011-05-01,"MA Chidambaram Stadium, Chennai",19,29.4,82,0,13.6,0.0
501237,2011-05-02,"Wankhede Stadium, Mumbai",15,30.3,69,1,16.3,0.0
501238,2011-05-02,"Arun Jaitley Stadium, Delhi",19,33.8,21,12,11.7,0.0
501239,2011-05-03,"Rajiv Gandhi Intl Stadium, Hyderabad",19,34.5,23,5,9.4,0.0
501241,2011-05-04,"DY Patil Stadium, Mumbai",19,28.9,66,0,12.4,0.0
501240,2011-05-04,"MA Chidambaram Stadium, Chennai",15,36.7,40,56,13.9,0.2
501242,2011-05-05,Nehru Stadium,15,35.6,51,39,12.7,0.0
501243,2011-05-05,"Rajiv Gandhi Intl Stadium, Hyderabad",19,33.6,18,0,8.9,0.0
501244,2011-05-06,"M Chinnaswamy Stadium, Bengaluru",19,26.9,48,11,6.7,0.0
501245,2011-05-07,"Eden Gardens, Kolkata",15,31.6,65,41,17.0,0.0
501246,2011-05-07,"Wankhede Stadium, Mumbai",19,28.6,67,26,13.8,0.0
501248,2011-05-08,"PCA Stadium, Mohali",19,30.9,28,26,7.7,0.0
501247,2011-05-08,"M Chinnaswamy Stadium, Bengaluru",15,30.5,37,2,6.9,0.0
501249,2011-05-09,"Sawai Mansingh Stadium, Jaipur",19,35.4,13,0,9.9,0.0
501250,2011-05-10,"Rajiv Gandhi Intl Stadium, Hyderabad",15,35.2,27,43,10.7,0.0
501251,2011-05-10,"PCA Stadium, Mohali",19,32.8,20,4,8.8,0.0
501252,2011-05-11,"Sawai Mansingh Stadium, Jaipur",19,36.3,15,10,11.9,0.0
501253,2011-05-12,"MA Chidambaram Stadium, Chennai",19,29.8,73,9,20.6,0.0
501254,2011-05-13,"Holkar Stadium, Indore",19,35.2,18,0,13.6,0.0
501255,2011-05-14,"M Chinnaswamy Stadium, Bengaluru",15,29.6,55,54,6.1,0.0
501256,2011-05-14,"Wankhede Stadium, Mumbai",19,28.3,77,0,14.6,0.0
501257,2011-05-15,"HPCA Stadium, Dharamsala",15,29.5,20,36,7.2,0.0
501258,2011-05-15,"Holkar Stadium, Indore",19,36.0,15,14,9.7,0.0
501259,2011-05-16,"DY Patil Stadium, Mumbai",19,31.2,64,67,9.7,0.0
501260,2011-05-17,"HPCA Stadium, Dharamsala",19,25.4,26,19,4.3,0.0
501261,2011-05-18,"MA Chidambaram Stadium, Chennai",19,29.3,77,0,21.7,0.0
501262,2011-05-19,"DY Patil Stadium, Mumbai",19,28.8,71,0,14.1,0.0
501263,2011-05-20,"Wankhede Stadium, Mumbai",19,29.4,72,27,18.6,0.0
501264,2011-05-21,"HPCA Stadium, Dharamsala",19,22.9,41,100,4.0,0.0
501266,2011-05-22,"M Chinnaswamy Stadium, Bengaluru",15,30.3,37,18,5.5,0.0
501267,2011-05-22,"Eden Gardens, Kolkata",19,31.1,79,88,8.6,0.0
501268,2011-05-24,"Wankhede Stadium, Mumbai",19,29.1,78,1,9.7,0.0
501269,2011-05-25,"Wankhede Stadium, Mumbai",19,29.0,74,0,13.1,0.0
501270,2011-05-27,"MA Chidambaram Stadium, Chennai",19,31.3,73,4,18.4,0.0
501271,2011-05-28,"MA Chidambaram Stadium, Chennai",19,31.1,70,97,11.4,0.0
548306,2012-04-04,"MA Chidambaram Stadium, Chennai",19,28.1,76,0,18.7,0.0
548307,2012-04-05,"Eden Gardens, Kolkata",19,28.3,72,35,15.8,0.0
548308,2012-04-06,"Wankhede Stadium, Mumbai",15,29.4,64,0,16.9,0.0
548309,2012-04-06,"Sawai Mansingh Stadium, Jaipur",19,32.2,12,0,8.8,0.0
548311,2012-04-07,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,19,28.7,77,18,15.2,0.0
548310,2012-04-07,"M Chinnaswamy Stadium, Bengaluru",15,33.2,24,28,8.8,0.0
548312,2012-04-08,"Sawai Mansingh Stadium, Jaipur",15,37.8,12,3,16.2,0.0
548313,2012-04-08,"Subrata Roy Sahara Stadium, Pune",19,29.4,44,78,17.6,0.0
548314,2012-04-09,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,19,29.1,76,90,17.9,0.0
548316,2012-04-10,"Arun Jaitley Stadium, Delhi",19,30.2,35,84,14.3,0.0
548315,2012-04-10,"M Chinnaswamy Stadium, Bengaluru",15,34.3,25,47,7.3,0.0
548317,2012-04-11,"Wankhede Stadium, Mumbai",19,26.8,81,21,10.5,0.0
548318,2012-04-12,"MA Chidambaram Stadium, Chennai",15,33.4,54,10,18.5,0.0
548319,2012-04-12,"PCA Stadium, Mohali",19,24.4,37,79,8.3,0.0
548320,2012-04-13,"Eden Gardens, Kolkata",19,24.2,90,28,11.3,0.6
548322,2012-04-14,"Subrata Roy Sahara Stadium, Pune",19,30.8,33,59,16.3,0.0
548323,2012-04-15,"Eden Gardens, Kolkata",15,33.9,43,51,12.8,0.3
548324,2012-04-15,"M Chinnaswamy Stadium, Bengaluru",19,29.5,23,2,11.8,0.0
548325,2012-04-16,"Wankhede Stadium, Mumbai",19,28.7,76,100,8.7,0.0
548326,2012-04-17,"Sawai Mansingh Stadium, Jaipur",15,34.9,20,75,15.7,0.0
548327,2012-04-17,"M Chinnaswamy Stadium, Bengaluru",19,26.1,56,90,7.4,0.3
548328,2012-04-18,"PCA Stadium, Mohali",19,26.8,40,89,8.2,0.0
548321,2012-04-19,"Arun Jaitley Stadium, Delhi",15,35.4,26,86,18.4,0.0
548330,2012-04-19,"MA Chidambaram Stadium, Chennai",19,29.2,78,77,14.6,0.0
548331,2012-04-20,"PCA Stadium, Mohali",19,27.9,40,100,7.4,0.0
548332,2012-04-21,"MA Chidambaram Stadium, Chennai",15,34.8,52,80,14.2,0.0
548333,2012-04-21,"Arun Jaitley Stadium, Delhi",19,29.0,30,5,10.1,0.0
548334,2012-04-22,"Wankhede Stadium, Mumbai",15,31.7,57,0,22.2,0.0
548335,2012-04-22,"Barabati Stadium, Cuttack",19,30.0,76,50,15.1,0.0
548336,2012-04-23,"Sawai Mansingh Stadium, Jaipur",19,29.7,26,8,5.6,0.0
548337,2012-04-24,"Subrata Roy Sahara Stadium, Pune",19,28.7,54,0,16.5,0.0
548339,2012-04-25,"PCA Stadium, Mohali",19,27.4,38,69,5.6,0.1
548341,2012-04-26,"Subrata Roy Sahara Stadium, Pune",19,31.2,31,11,20.7,0.0
548342,2012-04-27,"Arun Jaitley Stadium, Delhi",19,29.5,29,26,7.1,0.0
548343,2012-04-28,"MA Chidambaram Stadium, Chennai",15,34.7,52,95,14.8,0.0
548344,2012-04-28,"Eden Gardens, Kolkata",19,27.1,86,25,10.6,0.5
548345,2012-04-29,"Arun Jaitley Stadium, Delhi",15,35.1,15,31,13.9,0.0
548346,2012-04-29,"Wankhede Stadium, Mumbai",19,26.7,78,2,13.0,0.0
548347,2012-04-30,"MA Chidambaram Stadium, Chennai",19,29.8,79,75,17.2,0.0
548348,2012-05-01,"Barabati Stadium, Cuttack",15,38.2,39,18,10.3,0.0
548349,2012-05-01,"Sawai Mansingh Stadium, Jaipur",19,31.9,15,0,4.9,0.0
548350,2012-05-02,"M Chinnaswamy Stadium, Bengaluru",19,24.9,70,93,10.9,0.0
548351,2012-05-03,"Subrata Roy Sahara Stadium, Pune",19,28.0,50,4,18.5,0.0
548352,2012-05-04,"MA Chidambaram Stadium, Chennai",19,30.4,77,27,24.2,0.0
548354,2012-05-05,"PCA Stadium, Mohali",19,31.5,21,47,8.9,0.0
548353,2012-05-05,"Eden Gardens, Kolkata",15,31.3,65,58,2.6,0.0
548355,2012-05-06,"Wankhede Stadium, Mumbai",15,29.9,62,0,18.8,0.0
548356,2012-05-06,"M Chinnaswamy Stadium, Bengaluru",19,26.7,43,26,8.1,0.0
548357,2012-05-07,"Arun Jaitley Stadium, Delhi",19,34.4,27,79,9.8,0.0
548358,2012-05-08,"Subrata Roy Sahara Stadium, Pune",15,37.1,20,71,8.9,0.0
548359,2012-05-08,"Rajiv Gandhi Intl Stadium, Hyderabad",19,33.3,29,51,6.9,0.0
548360,2012-05-09,"Wankhede Stadium, Mumbai",19,27.4,83,3,14.4,0.0
548361,2012-05-10,"Sawai Mansingh Stadium, Jaipur",19,34.4,21,93,10.2,0.0
548329,2012-05-10,"Rajiv Gandhi Intl Stadium, Hyderabad",15,34.7,31,77,13.2,0.3
548362,2012-05-11,"Subrata Roy Sahara Stadium, Pune",19,28.1,58,24,10.2,0.0
548363,2012-05-12,"Eden Gardens, Kolkata",15,34.3,53,60,12.6,0.0
548364,2012-05-12,"MA Chidambaram Stadium, Chennai",19,30.7,73,15,16.6,0.0
548365,2012-05-13,"Sawai Mansingh Stadium, Jaipur",15,36.8,21,28,9.9,0.0
548366,2012-05-13,"PCA Stadium, Mohali",19,31.4,21,34,13.3,0.0
548367,2012-05-14,"M Chinnaswamy Stadium, Bengaluru",15,29.7,53,61,4.6,0.0
548368,2012-05-14,"Eden Gardens, Kolkata",19,31.7,76,50,19.8,0.0
548369,2012-05-15,"Arun Jaitley Stadium, Delhi",19,34.3,23,1,11.0,0.0
